client,bank,context,salt,label,macro_contribution_change_exact,capture_change,valid_positive_P00_gain
69,A,brightness_dark,T013-S0,7,0,0.0,True
70,A,brightness_dark,T013-S0,0,0,0.0,True
70,A,brightness_dark,T013-S0,8,0,0.0,True
71,A,brightness_dark,T013-S0,4,0,0.0,True
71,A,brightness_dark,T013-S0,5,0,0.0,True
71,A,brightness_dark,T013-S0,8,0,0.0,True
72,A,brightness_dark,T013-S0,0,0,0.0,True
72,A,brightness_dark,T013-S0,5,0,0.0,True
72,A,brightness_dark,T013-S0,8,0,0.0,True
73,A,brightness_dark,T013-S0,5,0,0.0,True
73,A,brightness_dark,T013-S0,6,0,0.0,True
73,A,brightness_dark,T013-S0,7,0,0.0,True
74,A,brightness_dark,T013-S0,6,0,0.0,True
75,A,brightness_dark,T013-S0,0,0,0.0,True
75,A,brightness_dark,T013-S0,1,0,0.0,True
75,A,brightness_dark,T013-S0,3,0,0.0,True
76,A,brightness_dark,T013-S0,1,0,0.0,True
76,A,brightness_dark,T013-S0,6,0,0.0,True
76,A,brightness_dark,T013-S0,7,0,0.0,True
77,A,brightness_dark,T013-S0,0,70/1509,0.999340804218853,True
77,A,brightness_dark,T013-S0,2,70/1509,0.999340804218853,True
78,A,brightness_dark,T013-S0,4,0,0.0,True
78,A,brightness_dark,T013-S0,5,1201/22530,1.0,True
78,A,brightness_dark,T013-S0,8,0,0.0,True
79,A,brightness_dark,T013-S0,1,0,0.0,True
79,A,brightness_dark,T013-S0,2,0,0.0,True
79,A,brightness_dark,T013-S0,5,0,0.0,True
80,A,brightness_dark,T013-S0,6,0,0.0,True
80,A,brightness_dark,T013-S0,7,0,0.0,True
81,A,brightness_dark,T013-S0,7,0,0.0,True
81,A,brightness_dark,T013-S0,9,0,0.0,True
82,A,brightness_dark,T013-S0,3,0,0.0,True
82,A,brightness_dark,T013-S0,7,0,0.0,True
83,A,brightness_dark,T013-S0,4,0,0.0,True
83,A,brightness_dark,T013-S0,7,0,0.0,True
83,A,brightness_dark,T013-S0,8,0,0.0,True
84,A,brightness_dark,T013-S0,2,0,0.0,True
84,A,brightness_dark,T013-S0,3,0,0.0,True
84,A,brightness_dark,T013-S0,6,25750/768081,0.285920497446147,True
85,A,brightness_dark,T013-S0,5,0,0.0,True
85,A,brightness_dark,T013-S0,6,0,0.0,True
86,A,brightness_dark,T013-S0,2,0,,False
86,A,brightness_dark,T013-S0,4,0,,False
86,A,brightness_dark,T013-S0,5,-1/150,,False
86,A,brightness_dark,T013-S0,6,-1/150,,False
87,A,brightness_dark,T013-S0,3,43825/185497,1.165558510638298,True
87,A,brightness_dark,T013-S0,5,0,0.0,True
88,A,brightness_dark,T013-S0,3,0,0.0,True
88,A,brightness_dark,T013-S0,4,0,0.0,True
88,A,brightness_dark,T013-S0,6,0,0.0,True
88,A,brightness_dark,T013-S0,9,0,0.0,True
89,A,brightness_dark,T013-S0,4,0,0.0,True
89,A,brightness_dark,T013-S0,5,0,0.0,True
90,A,brightness_dark,T013-S0,2,0,0.0,True
90,A,brightness_dark,T013-S0,3,0,0.0,True
90,A,brightness_dark,T013-S0,5,0,0.0,True
90,A,brightness_dark,T013-S0,9,0,0.0,True
91,A,brightness_dark,T013-S0,3,0,0.0,True
91,A,brightness_dark,T013-S0,7,0,0.0,True
91,A,brightness_dark,T013-S0,9,0,0.0,True
92,A,brightness_dark,T013-S0,1,168787/12799293,0.03341629977838219,True
92,A,brightness_dark,T013-S0,3,0,0.0,True
92,A,brightness_dark,T013-S0,8,0,0.0,True
93,A,brightness_dark,T013-S0,4,-7559/226642,-5.056187290969899,True
94,A,brightness_dark,T013-S0,1,0,0.0,True
94,A,brightness_dark,T013-S0,5,0,0.0,True
95,A,brightness_dark,T013-S0,1,0,0.0,True
95,A,brightness_dark,T013-S0,5,0,0.0,True
95,A,brightness_dark,T013-S0,6,0,0.0,True
96,A,brightness_dark,T013-S0,7,0,0.0,True
96,A,brightness_dark,T013-S0,9,-12800/377169,-0.6293677889394597,True
97,A,brightness_dark,T013-S0,2,-110/1509,-2.2,True
97,A,brightness_dark,T013-S0,3,0,0.0,True
97,A,brightness_dark,T013-S0,9,0,0.0,True
98,A,brightness_dark,T013-S0,5,0,0.0,True
98,A,brightness_dark,T013-S0,6,0,0.0,True
98,A,brightness_dark,T013-S0,9,0,0.0,True
99,A,brightness_dark,T013-S0,0,0,0.0,True
99,A,brightness_dark,T013-S0,3,0,0.0,True
99,A,brightness_dark,T013-S0,4,0,0.0,True
99,A,brightness_dark,T013-S0,5,0,0.0,True
99,A,brightness_dark,T013-S0,7,0,0.0,True
99,A,brightness_dark,T013-S0,9,0,0.0,True
0,A,brightness_dark,T013-S1,1,0,0.0,True
0,A,brightness_dark,T013-S1,6,0,0.0,True
0,A,brightness_dark,T013-S1,7,0,0.0,True
1,A,brightness_dark,T013-S1,1,0,0.0,True
1,A,brightness_dark,T013-S1,7,0,0.0,True
2,A,brightness_dark,T013-S1,3,0,,False
2,A,brightness_dark,T013-S1,4,0,,False
2,A,brightness_dark,T013-S1,9,0,,False
3,A,brightness_dark,T013-S1,0,0,0.0,True
4,A,brightness_dark,T013-S1,4,0,0.0,True
4,A,brightness_dark,T013-S1,5,0,0.0,True
4,A,brightness_dark,T013-S1,9,0,0.0,True
5,A,brightness_dark,T013-S1,0,0,0.0,True
5,A,brightness_dark,T013-S1,2,0,0.0,True
5,A,brightness_dark,T013-S1,5,0,0.0,True
6,A,brightness_dark,T013-S1,0,0,0.0,True
6,A,brightness_dark,T013-S1,3,0,0.0,True
6,A,brightness_dark,T013-S1,6,-17515/377169,-0.16338174040883555,True
7,A,brightness_dark,T013-S1,1,0,0.0,True
7,A,brightness_dark,T013-S1,3,2984/17043,0.42689556509299,True
8,A,brightness_dark,T013-S1,0,0,0.0,True
8,A,brightness_dark,T013-S1,5,0,0.0,True
9,A,brightness_dark,T013-S1,7,0,0.0,True
9,A,brightness_dark,T013-S1,8,0,0.0,True
10,A,brightness_dark,T013-S1,2,222764229/2131727078,2.6322685793481173,True
10,A,brightness_dark,T013-S1,3,222764229/2131727078,2.6322685793481173,True
10,A,brightness_dark,T013-S1,4,0,0.0,True
11,A,brightness_dark,T013-S1,2,0,0.0,True
11,A,brightness_dark,T013-S1,8,0,0.0,True
12,A,brightness_dark,T013-S1,2,0,0.0,True
12,A,brightness_dark,T013-S1,7,0,0.0,True
13,A,brightness_dark,T013-S1,1,0,0.0,True
13,A,brightness_dark,T013-S1,3,0,0.0,True
13,A,brightness_dark,T013-S1,5,0,0.0,True
14,A,brightness_dark,T013-S1,1,0,0.0,True
14,A,brightness_dark,T013-S1,2,0,0.0,True
15,A,brightness_dark,T013-S1,4,0,,False
16,A,brightness_dark,T013-S1,1,0,0.0,True
16,A,brightness_dark,T013-S1,4,0,0.0,True
16,A,brightness_dark,T013-S1,6,0,0.0,True
16,A,brightness_dark,T013-S1,8,0,0.0,True
16,A,brightness_dark,T013-S1,9,0,0.0,True
17,A,brightness_dark,T013-S1,1,0,0.0,True
17,A,brightness_dark,T013-S1,4,0,0.0,True
17,A,brightness_dark,T013-S1,8,0,0.0,True
18,A,brightness_dark,T013-S1,0,0,0.0,True
18,A,brightness_dark,T013-S1,3,0,0.0,True
18,A,brightness_dark,T013-S1,6,0,0.0,True
19,A,brightness_dark,T013-S1,0,0,0.0,True
19,A,brightness_dark,T013-S1,2,0,0.0,True
19,A,brightness_dark,T013-S1,7,0,0.0,True
20,A,brightness_dark,T013-S1,6,0,0.0,True
21,A,brightness_dark,T013-S1,4,5/746,1.0,True
22,A,brightness_dark,T013-S1,1,0,0.0,True
22,A,brightness_dark,T013-S1,2,0,0.0,True
23,A,brightness_dark,T013-S1,0,0,0.0,True
23,A,brightness_dark,T013-S1,2,0,0.0,True
23,A,brightness_dark,T013-S1,5,0,0.0,True
23,A,brightness_dark,T013-S1,8,0,0.0,True
23,A,brightness_dark,T013-S1,9,0,0.0,True
24,A,brightness_dark,T013-S1,3,0,0.0,True
24,A,brightness_dark,T013-S1,7,0,0.0,True
24,A,brightness_dark,T013-S1,9,229/17342,0.4956521739130435,True
25,A,brightness_dark,T013-S1,0,0,0.0,True
25,A,brightness_dark,T013-S1,1,0,0.0,True
25,A,brightness_dark,T013-S1,4,-3011/113321,-0.3988871961316818,True
26,A,brightness_dark,T013-S1,5,0,0.0,True
26,A,brightness_dark,T013-S1,6,0,0.0,True
27,A,brightness_dark,T013-S1,1,18/299,0.0625,True
28,A,brightness_dark,T013-S1,0,0,0.0,True
28,A,brightness_dark,T013-S1,2,0,0.0,True
28,A,brightness_dark,T013-S1,3,0,0.0,True
28,A,brightness_dark,T013-S1,4,0,0.0,True
28,A,brightness_dark,T013-S1,5,0,0.0,True
28,A,brightness_dark,T013-S1,8,0,0.0,True
29,A,brightness_dark,T013-S1,1,0,0.0,True
30,A,brightness_dark,T013-S1,2,0,0.0,True
30,A,brightness_dark,T013-S1,4,0,0.0,True
30,A,brightness_dark,T013-S1,5,0,0.0,True
31,A,brightness_dark,T013-S1,8,0,0.0,True
32,A,brightness_dark,T013-S1,0,0,0.0,True
32,A,brightness_dark,T013-S1,2,0,0.0,True
32,A,brightness_dark,T013-S1,4,0,0.0,True
32,A,brightness_dark,T013-S1,5,0,0.0,True
32,A,brightness_dark,T013-S1,8,0,0.0,True
33,A,brightness_dark,T013-S1,0,0,0.0,True
33,A,brightness_dark,T013-S1,3,-32155/561678,-0.2236636177094564,True
34,A,brightness_dark,T013-S1,2,0,0.0,True
34,A,brightness_dark,T013-S1,3,-5514610/279914973,-0.4128772919024283,True
34,A,brightness_dark,T013-S1,8,0,0.0,True
35,A,brightness_dark,T013-S1,1,0,0.0,True
35,A,brightness_dark,T013-S1,8,0,0.0,True
36,A,brightness_dark,T013-S1,0,0,0.0,True
36,A,brightness_dark,T013-S1,1,0,0.0,True
36,A,brightness_dark,T013-S1,6,0,0.0,True
36,A,brightness_dark,T013-S1,7,0,0.0,True
36,A,brightness_dark,T013-S1,9,0,0.0,True
37,A,brightness_dark,T013-S1,2,0,,False
37,A,brightness_dark,T013-S1,6,0,,False
37,A,brightness_dark,T013-S1,9,0,,False
38,A,brightness_dark,T013-S1,8,0,0.0,True
39,A,brightness_dark,T013-S1,2,0,0.0,True
40,A,brightness_dark,T013-S1,9,-575/42978,,False
41,A,brightness_dark,T013-S1,0,0,0.0,True
41,A,brightness_dark,T013-S1,1,0,0.0,True
41,A,brightness_dark,T013-S1,3,0,0.0,True
41,A,brightness_dark,T013-S1,9,0,0.0,True
42,A,brightness_dark,T013-S1,0,0,0.0,True
42,A,brightness_dark,T013-S1,1,0,0.0,True
42,A,brightness_dark,T013-S1,2,0,0.0,True
43,A,brightness_dark,T013-S1,0,0,0.0,True
43,A,brightness_dark,T013-S1,4,0,0.0,True
44,A,brightness_dark,T013-S1,0,0,0.0,True
44,A,brightness_dark,T013-S1,8,0,0.0,True
44,A,brightness_dark,T013-S1,9,0,0.0,True
45,A,brightness_dark,T013-S1,2,-35/1133259,,False
45,A,brightness_dark,T013-S1,4,-10/503,,False
45,A,brightness_dark,T013-S1,5,-10/503,,False
45,A,brightness_dark,T013-S1,8,10/1509,,False
46,A,brightness_dark,T013-S1,2,0,0.0,True
46,A,brightness_dark,T013-S1,4,0,0.0,True
46,A,brightness_dark,T013-S1,5,1/30,1.0,True
47,A,brightness_dark,T013-S1,0,0,0.0,True
47,A,brightness_dark,T013-S1,1,0,0.0,True
47,A,brightness_dark,T013-S1,2,0,0.0,True
47,A,brightness_dark,T013-S1,4,0,0.0,True
47,A,brightness_dark,T013-S1,8,0,0.0,True
48,A,brightness_dark,T013-S1,4,3785/142883,1.0,True
48,A,brightness_dark,T013-S1,7,0,0.0,True
48,A,brightness_dark,T013-S1,9,0,0.0,True
49,A,brightness_dark,T013-S1,1,0,0.0,True
49,A,brightness_dark,T013-S1,3,2179/17043,0.3018005540166205,True
50,A,brightness_dark,T013-S1,2,1009370601/5647407350,8.99020348342678,True
50,A,brightness_dark,T013-S1,5,0,0.0,True
51,A,brightness_dark,T013-S1,3,0,,False
51,A,brightness_dark,T013-S1,4,0,,False
51,A,brightness_dark,T013-S1,9,0,,False
52,A,brightness_dark,T013-S1,0,0,0.0,True
52,A,brightness_dark,T013-S1,2,0,0.0,True
53,A,brightness_dark,T013-S1,1,459/17342,0.1369740376007162,True
53,A,brightness_dark,T013-S1,7,459/17342,0.1369740376007162,True
54,A,brightness_dark,T013-S1,2,0,0.0,True
54,A,brightness_dark,T013-S1,6,0,0.0,True
54,A,brightness_dark,T013-S1,7,0,0.0,True
55,A,brightness_dark,T013-S1,0,0,0.0,True
55,A,brightness_dark,T013-S1,8,0,0.0,True
56,A,brightness_dark,T013-S1,3,-10080/256027,,False
56,A,brightness_dark,T013-S1,4,0,,False
56,A,brightness_dark,T013-S1,6,0,,False
56,A,brightness_dark,T013-S1,9,0,,False
57,A,brightness_dark,T013-S1,0,0,0.0,True
57,A,brightness_dark,T013-S1,1,-2105479/433744350,-0.027722985948762987,True
57,A,brightness_dark,T013-S1,3,-2105479/433744350,-0.027722985948762987,True
57,A,brightness_dark,T013-S1,4,0,0.0,True
57,A,brightness_dark,T013-S1,6,0,0.0,True
58,A,brightness_dark,T013-S1,0,0,0.0,True
58,A,brightness_dark,T013-S1,9,0,0.0,True
59,A,brightness_dark,T013-S1,0,0,0.0,True
59,A,brightness_dark,T013-S1,1,0,0.0,True
59,A,brightness_dark,T013-S1,3,0,0.0,True
59,A,brightness_dark,T013-S1,5,0,0.0,True
59,A,brightness_dark,T013-S1,6,0,0.0,True
60,A,brightness_dark,T013-S1,0,0,0.0,True
61,A,brightness_dark,T013-S1,0,-5/754,-1.0,True
61,A,brightness_dark,T013-S1,4,0,0.0,True
61,A,brightness_dark,T013-S1,5,0,0.0,True
61,A,brightness_dark,T013-S1,7,0,0.0,True
62,A,brightness_dark,T013-S1,0,0,0.0,True
62,A,brightness_dark,T013-S1,5,0,0.0,True
62,A,brightness_dark,T013-S1,6,0,0.0,True
62,A,brightness_dark,T013-S1,9,0,0.0,True
63,A,brightness_dark,T013-S1,3,0,0.0,True
63,A,brightness_dark,T013-S1,4,0,0.0,True
63,A,brightness_dark,T013-S1,6,0,0.0,True
64,A,brightness_dark,T013-S1,1,0,0.0,True
64,A,brightness_dark,T013-S1,3,444470/7262921,0.645972271495479,True
64,A,brightness_dark,T013-S1,5,6001/112650,0.5623091805766313,True
64,A,brightness_dark,T013-S1,8,-11385995/283253919,-0.4243046632541417,True
64,A,brightness_dark,T013-S1,9,-11385995/283253919,-0.4243046632541417,True
65,A,brightness_dark,T013-S1,5,3/50,1.0,True
66,A,brightness_dark,T013-S1,7,0,0.0,True
66,A,brightness_dark,T013-S1,8,-17153215/864669858,-0.7518144808269549,True
66,A,brightness_dark,T013-S1,9,10/509,0.7445565575191353,True
67,A,brightness_dark,T013-S1,1,136648067/976788150,1.1674635447836936,True
67,A,brightness_dark,T013-S1,2,0,0.0,True
67,A,brightness_dark,T013-S1,5,136648067/976788150,1.1674635447836936,True
67,A,brightness_dark,T013-S1,7,136648067/976788150,1.1674635447836936,True
67,A,brightness_dark,T013-S1,8,0,0.0,True
68,A,brightness_dark,T013-S1,1,0,0.0,True
68,A,brightness_dark,T013-S1,7,0,0.0,True
68,A,brightness_dark,T013-S1,9,0,0.0,True
69,A,brightness_dark,T013-S1,2,0,0.0,True
69,A,brightness_dark,T013-S1,5,0,0.0,True
69,A,brightness_dark,T013-S1,7,0,0.0,True
70,A,brightness_dark,T013-S1,0,0,0.0,True
70,A,brightness_dark,T013-S1,8,0,0.0,True
71,A,brightness_dark,T013-S1,4,0,0.0,True
71,A,brightness_dark,T013-S1,5,0,0.0,True
71,A,brightness_dark,T013-S1,8,0,0.0,True
72,A,brightness_dark,T013-S1,0,0,0.0,True
72,A,brightness_dark,T013-S1,5,0,0.0,True
72,A,brightness_dark,T013-S1,8,0,0.0,True
73,A,brightness_dark,T013-S1,5,0,0.0,True
73,A,brightness_dark,T013-S1,6,0,0.0,True
73,A,brightness_dark,T013-S1,7,0,0.0,True
74,A,brightness_dark,T013-S1,6,0,0.0,True
75,A,brightness_dark,T013-S1,0,0,0.0,True
75,A,brightness_dark,T013-S1,1,0,0.0,True
75,A,brightness_dark,T013-S1,3,0,0.0,True
76,A,brightness_dark,T013-S1,1,0,0.0,True
76,A,brightness_dark,T013-S1,6,0,0.0,True
76,A,brightness_dark,T013-S1,7,0,0.0,True
77,A,brightness_dark,T013-S1,0,0,0.0,True
77,A,brightness_dark,T013-S1,2,0,0.0,True
78,A,brightness_dark,T013-S1,4,0,0.0,True
78,A,brightness_dark,T013-S1,5,1201/22530,1.0,True
78,A,brightness_dark,T013-S1,8,0,0.0,True
79,A,brightness_dark,T013-S1,1,0,0.0,True
79,A,brightness_dark,T013-S1,2,0,0.0,True
79,A,brightness_dark,T013-S1,5,0,0.0,True
80,A,brightness_dark,T013-S1,6,0,0.0,True
80,A,brightness_dark,T013-S1,7,0,0.0,True
81,A,brightness_dark,T013-S1,7,0,0.0,True
81,A,brightness_dark,T013-S1,9,0,0.0,True
82,A,brightness_dark,T013-S1,3,0,0.0,True
82,A,brightness_dark,T013-S1,7,0,0.0,True
83,A,brightness_dark,T013-S1,4,0,0.0,True
83,A,brightness_dark,T013-S1,7,0,0.0,True
83,A,brightness_dark,T013-S1,8,0,0.0,True
84,A,brightness_dark,T013-S1,2,0,0.0,True
84,A,brightness_dark,T013-S1,3,0,0.0,True
84,A,brightness_dark,T013-S1,6,25750/768081,0.285920497446147,True
85,A,brightness_dark,T013-S1,5,0,0.0,True
85,A,brightness_dark,T013-S1,6,0,0.0,True
86,A,brightness_dark,T013-S1,2,0,,False
86,A,brightness_dark,T013-S1,4,0,,False
86,A,brightness_dark,T013-S1,5,-1/150,,False
86,A,brightness_dark,T013-S1,6,-1/150,,False
87,A,brightness_dark,T013-S1,3,43825/185497,1.165558510638298,True
87,A,brightness_dark,T013-S1,5,0,0.0,True
88,A,brightness_dark,T013-S1,3,0,0.0,True
88,A,brightness_dark,T013-S1,4,0,0.0,True
88,A,brightness_dark,T013-S1,6,0,0.0,True
88,A,brightness_dark,T013-S1,9,0,0.0,True
89,A,brightness_dark,T013-S1,4,0,0.0,True
89,A,brightness_dark,T013-S1,5,0,0.0,True
90,A,brightness_dark,T013-S1,2,0,0.0,True
90,A,brightness_dark,T013-S1,3,0,0.0,True
90,A,brightness_dark,T013-S1,5,0,0.0,True
90,A,brightness_dark,T013-S1,9,0,0.0,True
91,A,brightness_dark,T013-S1,3,0,0.0,True
91,A,brightness_dark,T013-S1,7,0,0.0,True
91,A,brightness_dark,T013-S1,9,0,0.0,True
92,A,brightness_dark,T013-S1,1,168787/12799293,0.03341629977838219,True
92,A,brightness_dark,T013-S1,3,0,0.0,True
92,A,brightness_dark,T013-S1,8,0,0.0,True
93,A,brightness_dark,T013-S1,4,0,0.0,True
94,A,brightness_dark,T013-S1,1,0,0.0,True
94,A,brightness_dark,T013-S1,5,0,0.0,True
95,A,brightness_dark,T013-S1,1,0,0.0,True
95,A,brightness_dark,T013-S1,5,0,0.0,True
95,A,brightness_dark,T013-S1,6,0,0.0,True
96,A,brightness_dark,T013-S1,7,0,0.0,True
96,A,brightness_dark,T013-S1,9,-12800/377169,-0.6293677889394597,True
97,A,brightness_dark,T013-S1,2,-100/1509,-2.0,True
97,A,brightness_dark,T013-S1,3,0,0.0,True
97,A,brightness_dark,T013-S1,9,0,0.0,True
98,A,brightness_dark,T013-S1,5,0,0.0,True
98,A,brightness_dark,T013-S1,6,0,0.0,True
98,A,brightness_dark,T013-S1,9,0,0.0,True
99,A,brightness_dark,T013-S1,0,0,0.0,True
99,A,brightness_dark,T013-S1,3,0,0.0,True
99,A,brightness_dark,T013-S1,4,0,0.0,True
99,A,brightness_dark,T013-S1,5,0,0.0,True
99,A,brightness_dark,T013-S1,7,0,0.0,True
99,A,brightness_dark,T013-S1,9,0,0.0,True
0,A,brightness_dark,T013-S2,1,0,0.0,True
0,A,brightness_dark,T013-S2,6,0,0.0,True
0,A,brightness_dark,T013-S2,7,0,0.0,True
1,A,brightness_dark,T013-S2,1,0,0.0,True
1,A,brightness_dark,T013-S2,7,0,0.0,True
2,A,brightness_dark,T013-S2,3,0,,False
2,A,brightness_dark,T013-S2,4,0,,False
2,A,brightness_dark,T013-S2,9,0,,False
3,A,brightness_dark,T013-S2,0,0,0.0,True
4,A,brightness_dark,T013-S2,4,0,0.0,True
4,A,brightness_dark,T013-S2,5,0,0.0,True
4,A,brightness_dark,T013-S2,9,0,0.0,True
5,A,brightness_dark,T013-S2,0,0,0.0,True
5,A,brightness_dark,T013-S2,2,0,0.0,True
5,A,brightness_dark,T013-S2,5,0,0.0,True
6,A,brightness_dark,T013-S2,0,0,0.0,True
6,A,brightness_dark,T013-S2,3,0,0.0,True
6,A,brightness_dark,T013-S2,6,0,0.0,True
7,A,brightness_dark,T013-S2,1,0,0.0,True
7,A,brightness_dark,T013-S2,3,2984/17043,0.42689556509299,True
8,A,brightness_dark,T013-S2,0,0,0.0,True
8,A,brightness_dark,T013-S2,5,0,0.0,True
9,A,brightness_dark,T013-S2,7,0,0.0,True
9,A,brightness_dark,T013-S2,8,0,0.0,True
10,A,brightness_dark,T013-S2,2,222764229/2131727078,2.6322685793481173,True
10,A,brightness_dark,T013-S2,3,222764229/2131727078,2.6322685793481173,True
10,A,brightness_dark,T013-S2,4,0,0.0,True
11,A,brightness_dark,T013-S2,2,23230/1133259,0.21782549580383515,True
11,A,brightness_dark,T013-S2,8,23230/1133259,0.21782549580383515,True
12,A,brightness_dark,T013-S2,2,0,0.0,True
12,A,brightness_dark,T013-S2,7,0,0.0,True
13,A,brightness_dark,T013-S2,1,0,0.0,True
13,A,brightness_dark,T013-S2,3,0,0.0,True
13,A,brightness_dark,T013-S2,5,0,0.0,True
14,A,brightness_dark,T013-S2,1,0,0.0,True
14,A,brightness_dark,T013-S2,2,0,0.0,True
15,A,brightness_dark,T013-S2,4,0,,False
16,A,brightness_dark,T013-S2,1,0,0.0,True
16,A,brightness_dark,T013-S2,4,0,0.0,True
16,A,brightness_dark,T013-S2,6,0,0.0,True
16,A,brightness_dark,T013-S2,8,0,0.0,True
16,A,brightness_dark,T013-S2,9,0,0.0,True
17,A,brightness_dark,T013-S2,1,0,0.0,True
17,A,brightness_dark,T013-S2,4,0,0.0,True
17,A,brightness_dark,T013-S2,8,0,0.0,True
18,A,brightness_dark,T013-S2,0,0,0.0,True
18,A,brightness_dark,T013-S2,3,0,0.0,True
18,A,brightness_dark,T013-S2,6,0,0.0,True
19,A,brightness_dark,T013-S2,0,0,0.0,True
19,A,brightness_dark,T013-S2,2,0,0.0,True
19,A,brightness_dark,T013-S2,7,0,0.0,True
20,A,brightness_dark,T013-S2,6,0,0.0,True
21,A,brightness_dark,T013-S2,4,5/746,1.0,True
22,A,brightness_dark,T013-S2,1,0,0.0,True
22,A,brightness_dark,T013-S2,2,0,0.0,True
23,A,brightness_dark,T013-S2,0,0,0.0,True
23,A,brightness_dark,T013-S2,2,0,0.0,True
23,A,brightness_dark,T013-S2,5,0,0.0,True
23,A,brightness_dark,T013-S2,8,0,0.0,True
23,A,brightness_dark,T013-S2,9,0,0.0,True
24,A,brightness_dark,T013-S2,3,0,0.0,True
24,A,brightness_dark,T013-S2,7,0,0.0,True
24,A,brightness_dark,T013-S2,9,229/17342,0.4956521739130435,True
25,A,brightness_dark,T013-S2,0,0,0.0,True
25,A,brightness_dark,T013-S2,1,0,0.0,True
25,A,brightness_dark,T013-S2,4,-3011/113321,-0.3988871961316818,True
26,A,brightness_dark,T013-S2,5,0,0.0,True
26,A,brightness_dark,T013-S2,6,0,0.0,True
27,A,brightness_dark,T013-S2,1,44/299,0.1527777777777778,True
28,A,brightness_dark,T013-S2,0,0,0.0,True
28,A,brightness_dark,T013-S2,2,0,0.0,True
28,A,brightness_dark,T013-S2,3,0,0.0,True
28,A,brightness_dark,T013-S2,4,0,0.0,True
28,A,brightness_dark,T013-S2,5,0,0.0,True
28,A,brightness_dark,T013-S2,8,0,0.0,True
29,A,brightness_dark,T013-S2,1,0,0.0,True
30,A,brightness_dark,T013-S2,2,0,0.0,True
30,A,brightness_dark,T013-S2,4,0,0.0,True
30,A,brightness_dark,T013-S2,5,0,0.0,True
31,A,brightness_dark,T013-S2,8,0,0.0,True
32,A,brightness_dark,T013-S2,0,0,0.0,True
32,A,brightness_dark,T013-S2,2,0,0.0,True
32,A,brightness_dark,T013-S2,4,0,0.0,True
32,A,brightness_dark,T013-S2,5,0,0.0,True
32,A,brightness_dark,T013-S2,8,0,0.0,True
33,A,brightness_dark,T013-S2,0,0,0.0,True
33,A,brightness_dark,T013-S2,3,-32155/561678,-0.2236636177094564,True
34,A,brightness_dark,T013-S2,2,0,0.0,True
34,A,brightness_dark,T013-S2,3,-5514610/279914973,-0.32011797892876825,True
34,A,brightness_dark,T013-S2,8,0,0.0,True
35,A,brightness_dark,T013-S2,1,0,0.0,True
35,A,brightness_dark,T013-S2,8,0,0.0,True
36,A,brightness_dark,T013-S2,0,0,0.0,True
36,A,brightness_dark,T013-S2,1,0,0.0,True
36,A,brightness_dark,T013-S2,6,0,0.0,True
36,A,brightness_dark,T013-S2,7,0,0.0,True
36,A,brightness_dark,T013-S2,9,0,0.0,True
37,A,brightness_dark,T013-S2,2,0,,False
37,A,brightness_dark,T013-S2,6,0,,False
37,A,brightness_dark,T013-S2,9,0,,False
38,A,brightness_dark,T013-S2,8,0,0.0,True
39,A,brightness_dark,T013-S2,2,0,0.0,True
40,A,brightness_dark,T013-S2,9,-575/42978,,False
41,A,brightness_dark,T013-S2,0,0,0.0,True
41,A,brightness_dark,T013-S2,1,0,0.0,True
41,A,brightness_dark,T013-S2,3,0,0.0,True
41,A,brightness_dark,T013-S2,9,0,0.0,True
42,A,brightness_dark,T013-S2,0,0,0.0,True
42,A,brightness_dark,T013-S2,1,0,0.0,True
42,A,brightness_dark,T013-S2,2,0,0.0,True
43,A,brightness_dark,T013-S2,0,0,0.0,True
43,A,brightness_dark,T013-S2,4,0,0.0,True
44,A,brightness_dark,T013-S2,0,0,0.0,True
44,A,brightness_dark,T013-S2,8,0,0.0,True
44,A,brightness_dark,T013-S2,9,0,0.0,True
45,A,brightness_dark,T013-S2,2,-35/1133259,,False
45,A,brightness_dark,T013-S2,4,-10/503,,False
45,A,brightness_dark,T013-S2,5,0,,False
45,A,brightness_dark,T013-S2,8,10/1509,,False
46,A,brightness_dark,T013-S2,2,0,0.0,True
46,A,brightness_dark,T013-S2,4,0,0.0,True
46,A,brightness_dark,T013-S2,5,1/30,1.0,True
47,A,brightness_dark,T013-S2,0,0,0.0,True
47,A,brightness_dark,T013-S2,1,0,0.0,True
47,A,brightness_dark,T013-S2,2,0,0.0,True
47,A,brightness_dark,T013-S2,4,0,0.0,True
47,A,brightness_dark,T013-S2,8,0,0.0,True
48,A,brightness_dark,T013-S2,4,3785/142883,1.0,True
48,A,brightness_dark,T013-S2,7,0,0.0,True
48,A,brightness_dark,T013-S2,9,0,0.0,True
49,A,brightness_dark,T013-S2,1,0,0.0,True
49,A,brightness_dark,T013-S2,3,2179/17043,0.3018005540166205,True
50,A,brightness_dark,T013-S2,2,1009370601/5647407350,8.99020348342678,True
50,A,brightness_dark,T013-S2,5,0,0.0,True
51,A,brightness_dark,T013-S2,3,0,,False
51,A,brightness_dark,T013-S2,4,0,,False
51,A,brightness_dark,T013-S2,9,0,,False
52,A,brightness_dark,T013-S2,0,0,0.0,True
52,A,brightness_dark,T013-S2,2,0,0.0,True
53,A,brightness_dark,T013-S2,1,457/17342,0.13637720083557148,True
53,A,brightness_dark,T013-S2,7,457/17342,0.13637720083557148,True
