salt,bank,target,class_capture,hybrid_minus_two_factor,hybrid_minus_client_only,class_context_minus_context_only,hybrid_minus_uniform,hybrid_minus_mismatch_mean,mismatch_mean,mismatch_min,mismatch_max
T013-S2,A,contrast_low,0.9247098782586772,3.318891156337258,4.408511846117069,5.210978475411768,3.358547182552269,4.277449875362597,28.858810122766997,27.85507189050942,29.956667492055278
T013-S2,A,gaussian_noise,0.8635369045554995,-0.15788235252297395,0.007891527962981015,5.098641286129929,-0.19827677861814857,-0.13952753396708054,37.1862236681197,36.986096497045764,37.273079248379034
T013-S2,A,gaussian_blur,0.8678110878637695,0.9506085208793726,0.7274615263683534,10.23966462011306,0.7312758057664909,1.1561714343722314,38.24963272945294,37.32081307666284,38.76109650025831
T013-S2,B,brightness_dark,0.946169835786214,1.5721050905625344,9.214267797245446,15.276730859730531,1.6728610389539205,5.263324199516442,29.63677360145849,28.185567959933987,31.431666265812666
T013-S2,B,contrast_low,0.9326999733390292,3.3551174235681667,4.624271690917434,5.530724872275208,3.2152869129952792,4.454500758653871,28.630463266690487,27.664176779490624,29.198639832483387
T013-S2,B,gaussian_noise,0.8571572082821179,-0.031169618939958267,0.21516021185237774,6.153700623440851,-0.03773388776324405,-0.011304034086444733,37.066792649852125,36.93415251763304,37.13404485504662
T013-S2,B,gaussian_blur,0.8666049321996802,1.1413106482619508,0.8234952883348235,11.703449588239431,1.1013863711858345,1.3763156749155443,38.07481947237918,37.46374961875075,38.50604526744037
T013-S3,A,brightness_dark,0.9484262404227378,1.6182421902561859,9.381313680407814,12.51349120380818,1.553918666584124,5.140629345127042,29.79325758637972,28.0615557565795,31.268243736817944
T013-S3,A,contrast_low,0.9396763668691055,3.3828679231193712,5.003942873472533,5.169953786569543,3.3098377399147534,4.42543445596512,28.861805922565242,28.096672436949486,29.544330806344718
T013-S3,A,gaussian_noise,0.8677121885516296,-0.15774887786762387,0.16650412652794758,6.254592494669255,-0.1242114046720114,0.013656475424823752,37.04313010637238,36.900433681348154,37.147012910371565
T013-S3,A,gaussian_blur,0.885892402234775,1.045031674789607,1.1558393708362216,10.23307861788515,0.9316475334184176,1.3666671035526994,38.117248051118665,37.38472290073963,38.653457978222995
T013-S3,B,brightness_dark,0.9539614123590333,1.8775269535472687,9.929537428207956,15.223252311730464,2.2019318924299243,5.063722137802833,29.982360249635416,28.376459026257738,31.978305505806713
T013-S3,B,contrast_low,0.931689446837492,3.2927759403013517,5.177043689024404,5.531705705986381,3.2660426940742098,4.307560707887044,28.715681775952984,27.918909721690657,29.159380978916943
T013-S3,B,gaussian_noise,0.8772741916571176,0.03434357986175101,0.2401718361854872,6.182754682279295,0.1009563216749121,0.1984991787547926,37.01878929059064,36.902141270518314,37.129826126522985
T013-S3,B,gaussian_blur,0.8601518974379933,1.0271855934828509,0.9652790774379825,11.690871950498499,0.9330243474090977,1.2410791691449783,38.060151749195015,37.48796460948645,38.453454889404526
